IOT,9.4,1
UGLD,8.0,1
SCHE,25.15,1
HDP,23.58,1
TVIX,28.48,1
PDBC,18.07,1
XOP,41.76,1
VER,7.58,1
IQ,26.62,1
BKLN,23.15,1
RUN,12.94,1
FR,31.76,1
DXD,29.32,1
TVPT,17.24,1
HRG,16.96,1
